scoring,season,team,strategy,objective,picks,status,remaining_slots,mode,ocg_team,dg_team,draft_status,runtime_seconds
2026_fangraph,2026,8,OCG,11698.699999999999,16,COMPLETE,,single_dg,,9,COMPLETE,26.125714541994967
2026_fangraph,2026,7,OCG,11683.32,16,COMPLETE,,single_dg,,9,COMPLETE,26.125714541994967
2026_fangraph,2026,10,OCG,11631.82,16,COMPLETE,,single_dg,,9,COMPLETE,26.125714541994967
2026_fangraph,2026,12,OCG,11594.08,16,COMPLETE,,single_dg,,9,COMPLETE,26.125714541994967
2026_fangraph,2026,11,OCG,11549.220000000001,16,COMPLETE,,single_dg,,9,COMPLETE,26.125714541994967
2026_fangraph,2026,2,OCG,12116.04,16,COMPLETE,,single_dg,,10,COMPLETE,25.65568362499471
2026_fangraph,2026,1,OCG,12040.04,16,COMPLETE,,single_dg,,10,COMPLETE,25.65568362499471
2026_fangraph,2026,4,OCG,12017.880000000001,16,COMPLETE,,single_dg,,10,COMPLETE,25.65568362499471
2026_fangraph,2026,10,DG,11936.400000000001,16,COMPLETE,,single_dg,,10,COMPLETE,25.65568362499471
2026_fangraph,2026,3,OCG,11932.6,16,COMPLETE,,single_dg,,10,COMPLETE,25.65568362499471
2026_fangraph,2026,5,OCG,11756.5,16,COMPLETE,,single_dg,,10,COMPLETE,25.65568362499471
2026_fangraph,2026,6,OCG,11733.539999999999,16,COMPLETE,,single_dg,,10,COMPLETE,25.65568362499471
2026_fangraph,2026,8,OCG,11698.699999999999,16,COMPLETE,,single_dg,,10,COMPLETE,25.65568362499471
2026_fangraph,2026,7,OCG,11683.32,16,COMPLETE,,single_dg,,10,COMPLETE,25.65568362499471
2026_fangraph,2026,9,OCG,11661.439999999999,16,COMPLETE,,single_dg,,10,COMPLETE,25.65568362499471
2026_fangraph,2026,12,OCG,11594.08,16,COMPLETE,,single_dg,,10,COMPLETE,25.65568362499471
2026_fangraph,2026,11,OCG,11549.220000000001,16,COMPLETE,,single_dg,,10,COMPLETE,25.65568362499471
2026_fangraph,2026,2,OCG,12160.26,16,COMPLETE,,single_dg,,11,COMPLETE,25.576057250000304
2026_fangraph,2026,1,OCG,12114.759999999998,16,COMPLETE,,single_dg,,11,COMPLETE,25.576057250000304
2026_fangraph,2026,11,DG,11944.46,16,COMPLETE,,single_dg,,11,COMPLETE,25.576057250000304
2026_fangraph,2026,4,OCG,11919.18,16,COMPLETE,,single_dg,,11,COMPLETE,25.576057250000304
2026_fangraph,2026,3,OCG,11885.24,16,COMPLETE,,single_dg,,11,COMPLETE,25.576057250000304
2026_fangraph,2026,5,OCG,11871.84,16,COMPLETE,,single_dg,,11,COMPLETE,25.576057250000304
2026_fangraph,2026,12,OCG,11757.28,16,COMPLETE,,single_dg,,11,COMPLETE,25.576057250000304
2026_fangraph,2026,6,OCG,11672.060000000001,16,COMPLETE,,single_dg,,11,COMPLETE,25.576057250000304
2026_fangraph,2026,8,OCG,11636.22,16,COMPLETE,,single_dg,,11,COMPLETE,25.576057250000304
2026_fangraph,2026,7,OCG,11610.6,16,COMPLETE,,single_dg,,11,COMPLETE,25.576057250000304
2026_fangraph,2026,9,OCG,11601.18,16,COMPLETE,,single_dg,,11,COMPLETE,25.576057250000304
2026_fangraph,2026,10,OCG,11546.68,16,COMPLETE,,single_dg,,11,COMPLETE,25.576057250000304
2026_fangraph,2026,1,OCG,12253.220000000001,16,COMPLETE,,single_dg,,12,COMPLETE,25.586071999990963
2026_fangraph,2026,2,OCG,12143.460000000001,16,COMPLETE,,single_dg,,12,COMPLETE,25.586071999990963
2026_fangraph,2026,3,OCG,11962.740000000002,16,COMPLETE,,single_dg,,12,COMPLETE,25.586071999990963
2026_fangraph,2026,12,DG,11941.5,16,COMPLETE,,single_dg,,12,COMPLETE,25.586071999990963
2026_fangraph,2026,4,OCG,11863.74,16,COMPLETE,,single_dg,,12,COMPLETE,25.586071999990963
2026_fangraph,2026,5,OCG,11798.7,16,COMPLETE,,single_dg,,12,COMPLETE,25.586071999990963
2026_fangraph,2026,6,OCG,11666.6,16,COMPLETE,,single_dg,,12,COMPLETE,25.586071999990963
2026_fangraph,2026,7,OCG,11653.759999999998,16,COMPLETE,,single_dg,,12,COMPLETE,25.586071999990963
2026_fangraph,2026,11,OCG,11640.44,16,COMPLETE,,single_dg,,12,COMPLETE,25.586071999990963
2026_fangraph,2026,8,OCG,11632.960000000001,16,COMPLETE,,single_dg,,12,COMPLETE,25.586071999990963
2026_fangraph,2026,9,OCG,11622.34,16,COMPLETE,,single_dg,,12,COMPLETE,25.586071999990963
2026_fangraph,2026,10,OCG,11540.3,16,COMPLETE,,single_dg,,12,COMPLETE,25.586071999990963
