season,player,projected_points,primary_position,eligible_positions,adp
2022,2022_RP_333,419.49,RP,RP,178.2
2022,2022_SP_283,424.58,SP,SP,180.5
2022,2022_SS_161,465.06,SS,SS,182.2
2022,2022_RP_337,448.11,RP,RP,184.1
2022,2022_3B_127,435.51,3B,3B;1B,184.5
2022,2022_RP_373,418.01,RP,RP,184.6
2022,2022_2B_082,424.61,2B,2B,185.8
2022,2022_1B_060,465.2,1B,1B;OF,185.9
2022,2022_1B_050,487.59,1B,1B,188.2
2022,2022_2B_071,455.23,2B,2B,190.2
2022,2022_OF_172,466.28,OF,OF,190.6
2022,2022_3B_107,468.78,3B,3B;1B,191.3
2022,2022_OF_180,409.09,OF,OF,191.4
2022,2022_3B_116,442.48,3B,3B,191.9
2022,2022_OF_185,432.35,OF,OF;1B,192.9
2022,2022_OF_235,429.28,OF,OF;1B,194.7
2022,2022_SP_317,443.87,SP,SP,194.8
2022,2022_RP_331,432.61,RP,RP,195.0
2022,2022_OF_211,456.24,OF,OF,197.5
2022,2022_OF_169,494.22,OF,OF,198.0
2022,2022_2B_090,399.02,2B,2B,199.1
2022,2022_3B_103,443.93,3B,3B,199.6
2022,2022_2B_063,470.62,2B,2B,202.7
2022,2022_3B_100,475.79,3B,3B;1B,202.9
2022,2022_1B_062,456.31,1B,1B,203.5
2022,2022_1B_054,465.9,1B,1B,204.0
2022,2022_SS_138,457.88,SS,SS;2B,208.4
2022,2022_2B_093,396.91,2B,2B,208.8
2022,2022_RP_339,416.45,RP,RP,209.2
2022,2022_2B_080,419.87,2B,2B,210.2
2022,2022_3B_111,475.44,3B,3B;1B,210.5
2022,2022_SP_293,411.5,SP,SP,212.0
2022,2022_C_008,411.58,C,C,212.8
2022,2022_RP_335,417.93,RP,RP,214.2
2022,2022_OF_183,425.11,OF,OF,215.1
2022,2022_RP_355,374.69,RP,RP,215.1
2022,2022_SP_276,460.86,SP,SP,215.4
2022,2022_OF_236,464.41,OF,OF;1B,215.6
2022,2022_1B_053,452.2,1B,1B,216.5
2022,2022_SS_162,404.3,SS,SS,216.8
2022,2022_RP_329,433.35,RP,RP,218.2
2022,2022_3B_126,418.89,3B,3B,218.5
2022,2022_SS_160,371.94,SS,SS,218.7
2022,2022_2B_085,464.77,2B,2B,219.7
2022,2022_C_005,428.09,C,C,222.3
2022,2022_SP_279,429.89,SP,SP,222.3
2022,2022_SP_265,438.81,SP,SP;RP,223.6
2022,2022_1B_049,424.37,1B,1B,223.7
2022,2022_SS_165,384.71,SS,SS;3B,224.7
2022,2022_2B_073,454.91,2B,2B,224.8
2022,2022_3B_117,417.18,3B,3B;1B,224.8
2022,2022_2B_095,438.85,2B,2B;OF,225.3
2022,2022_2B_081,430.93,2B,2B,228.5
2022,2022_C_002,395.91,C,C,228.6
2022,2022_SP_294,433.68,SP,SP;RP,231.6
2022,2022_RP_363,409.17,RP,RP,231.7
2022,2022_3B_125,396.48,3B,3B,232.2
2022,2022_2B_096,410.95,2B,2B,232.7
2022,2022_OF_195,453.73,OF,OF,235.5
2022,2022_2B_083,401.32,2B,2B,236.3
2022,2022_OF_167,461.41,OF,OF,238.6
2022,2022_RP_345,425.97,RP,RP,240.0
2022,2022_OF_209,417.55,OF,OF,240.4
2022,2022_SP_295,413.15,SP,SP,241.3
2022,2022_OF_205,422.99,OF,OF,242.3
2022,2022_SP_292,399.28,SP,SP,244.7
2022,2022_SP_327,434.52,SP,SP,244.7
2022,2022_C_021,404.05,C,C,248.7
2022,2022_RP_341,382.93,RP,RP,250.9
2022,2022_SP_277,450.25,SP,SP,251.1
2022,2022_OF_176,443.64,OF,OF,253.2
2022,2022_3B_120,430.22,3B,3B;1B,253.3
2022,2022_OF_215,352.87,OF,OF,254.4
2022,2022_OF_196,440.24,OF,OF,254.9
2022,2022_SS_164,412.21,SS,SS,255.4
2022,2022_OF_187,412.36,OF,OF,255.4
2022,2022_2B_092,436.73,2B,2B;OF,255.5
2022,2022_C_013,402.48,C,C,256.2
2022,2022_OF_177,450.67,OF,OF,257.4
2022,2022_3B_112,429.06,3B,3B,258.7
2022,2022_C_009,400.49,C,C,260.9
2022,2022_2B_066,406.42,2B,2B,261.0
2022,2022_RP_359,368.25,RP,RP,261.2
2022,2022_C_014,402.84,C,C,261.5
2022,2022_RP_330,432.04,RP,RP,261.7
2022,2022_SP_284,358.92,SP,SP,263.0
2022,2022_SP_282,402.03,SP,SP,263.1
2022,2022_RP_357,337.63,RP,RP,266.8
2022,2022_1B_061,381.39,1B,1B,267.6
2022,2022_3B_128,394.3,3B,3B,269.0
2022,2022_RP_362,357.23,RP,RP;SP,269.0
2022,2022_RP_342,367.08,RP,RP;SP,270.7
2022,2022_3B_130,374.43,3B,3B,271.8
2022,2022_SP_296,440.97,SP,SP,272.6
2022,2022_SP_314,435.36,SP,SP,273.8
2022,2022_OF_204,398.13,OF,OF,274.5
2022,2022_C_027,379.4,C,C,275.5
2022,2022_OF_192,387.96,OF,OF,276.0
2022,2022_2B_078,394.33,2B,2B;SS,277.0
2022,2022_C_015,350.77,C,C,278.4
2022,2022_OF_225,383.75,OF,OF,279.5
2022,2022_C_028,355.55,C,C,279.6
2022,2022_2B_094,396.18,2B,2B,280.7
2022,2022_OF_220,424.61,OF,OF,280.9
2022,2022_SP_289,384.76,SP,SP,281.0
2022,2022_2B_084,413.65,2B,2B,281.9
2022,2022_RP_371,369.5,RP,RP;SP,283.6
2022,2022_1B_057,412.32,1B,1B,284.7
2022,2022_1B_046,428.82,1B,1B,284.9
2022,2022_2B_088,401.22,2B,2B;OF,285.8
2022,2022_OF_208,378.12,OF,OF,288.6
2022,2022_OF_178,435.5,OF,OF,289.6
2022,2022_OF_199,390.99,OF,OF,289.6
2022,2022_RP_343,361.3,RP,RP,290.0
2022,2022_SP_307,355.26,SP,SP,292.0
2022,2022_SP_298,375.94,SP,SP,293.1
2022,2022_RP_365,375.82,RP,RP,297.1
2022,2022_SP_322,401.45,SP,SP,297.9
2022,2022_SS_151,422.04,SS,SS,298.1
2022,2022_SP_311,366.45,SP,SP,298.6
2022,2022_C_007,368.35,C,C,299.2
2022,2022_1B_052,465.36,1B,1B,299.5
2022,2022_SP_326,329.35,SP,SP,303.1
2022,2022_OF_213,407.46,OF,OF,303.5
2022,2022_C_011,392.28,C,C,303.8
2022,2022_SP_290,399.21,SP,SP,304.1
2022,2022_OF_222,381.13,OF,OF,304.5
2022,2022_RP_354,378.19,RP,RP,304.9
2022,2022_3B_129,409.2,3B,3B,305.2
2022,2022_OF_197,419.35,OF,OF,308.3
2022,2022_OF_231,381.0,OF,OF,308.9
2022,2022_SP_316,340.65,SP,SP,311.0
2022,2022_RP_340,390.15,RP,RP;SP,311.6
2022,2022_SP_286,389.93,SP,SP;RP,312.2
2022,2022_C_017,346.14,C,C,314.2
2022,2022_OF_203,372.05,OF,OF,316.0
2022,2022_RP_360,385.73,RP,RP;SP,317.0
2022,2022_SP_321,314.08,SP,SP,318.1
2022,2022_C_020,339.88,C,C,318.9
2022,2022_OF_206,367.34,OF,OF;1B,318.9
2022,2022_SP_310,375.73,SP,SP,319.1
2022,2022_2B_086,384.98,2B,2B;SS,319.6
2022,2022_SP_313,326.4,SP,SP,320.7
2022,2022_OF_218,384.73,OF,OF;1B,321.5
2022,2022_SP_328,365.93,SP,SP;RP,323.0
2022,2022_RP_368,279.88,RP,RP;SP,323.3
2022,2022_OF_181,423.33,OF,OF,323.9
2022,2022_RP_369,346.98,RP,RP,324.8
2022,2022_3B_121,397.09,3B,3B,325.0
2022,2022_OF_246,368.37,OF,OF,325.4
2022,2022_SP_304,384.4,SP,SP;RP,325.8
2022,2022_OF_239,321.43,OF,OF,329.1
2022,2022_OF_201,394.95,OF,OF,329.3
2022,2022_OF_212,350.56,OF,OF;1B,329.9
2022,2022_RP_358,330.73,RP,RP,331.2
2022,2022_OF_217,332.41,OF,OF,332.8
2022,2022_OF_240,322.56,OF,OF,333.5
2022,2022_C_022,343.56,C,C,335.5
2022,2022_RP_352,326.03,RP,RP;SP,338.7
2022,2022_OF_214,383.52,OF,OF;1B,340.6
2022,2022_RP_366,321.87,RP,RP,341.5
2022,2022_SP_308,384.13,SP,SP,342.2
2022,2022_OF_221,321.87,OF,OF,343.2
2022,2022_OF_210,319.18,OF,OF,343.4
2022,2022_OF_228,365.9,OF,OF,343.9
2022,2022_OF_219,397.74,OF,OF,345.0
2022,2022_RP_351,309.74,RP,RP,348.4
2022,2022_RP_361,350.06,RP,RP,349.8
2022,2022_RP_372,294.16,RP,RP,350.0
2022,2022_SP_324,295.99,SP,SP,350.7
2022,2022_RP_353,358.97,RP,RP,350.8
2022,2022_RP_370,315.64,RP,RP,350.8
2022,2022_SP_325,337.43,SP,SP,351.3
2022,2022_OF_216,329.57,OF,OF;1B,351.4
2022,2022_RP_367,393.59,RP,RP,351.8
2022,2022_SP_301,338.73,SP,SP;RP,352.1
2022,2022_OF_223,321.57,OF,OF,353.3
2022,2022_OF_226,360.54,OF,OF,353.3
2022,2022_OF_237,330.57,OF,OF,354.0
2022,2022_OF_238,336.37,OF,OF,356.9
2022,2022_OF_234,253.22,OF,OF,360.3
2022,2022_OF_227,279.43,OF,OF,360.6
2022,2022_OF_245,239.11,OF,OF,360.7
2022,2022_C_026,298.61,C,C,361.3
2022,2022_OF_230,286.16,OF,OF,361.3
2022,2022_SP_312,342.49,SP,SP,362.7
2022,2022_OF_207,353.22,OF,OF;1B,363.6
2022,2022_SP_315,299.25,SP,SP;RP,365.0
2022,2022_OF_243,228.22,OF,OF,366.3
2022,2022_OF_242,298.06,OF,OF,368.5
2022,2022_OF_241,254.23,OF,OF,368.8
2022,2022_OF_244,229.88,OF,OF;1B,370.5
2022,2022_OF_202,341.62,OF,OF,370.8
2022,2022_OF_232,326.35,OF,OF,372.9
2022,2022_OF_233,288.46,OF,OF,376.7
2023,2023_1B_042,625.37,1B,1B,1.0
2023,2023_SS_146,555.82,SS,SS;3B,1.0
2023,2023_SS_153,544.1,SS,SS,1.0
2023,2023_SP_278,673.54,SP,SP,1.0
2023,2023_SS_141,541.02,SS,SS,1.2
2023,2023_C_011,538.51,C,C,1.5
2023,2023_SP_256,672.82,SP,SP,2.4
2023,2023_OF_192,663.61,OF,OF,3.3
2023,2023_RP_334,549.01,RP,RP,5.9
2023,2023_SP_258,555.71,SP,SP,8.8
2023,2023_C_022,534.67,C,C,11.1
2023,2023_SS_138,541.33,SS,SS,11.8
2023,2023_SP_259,555.78,SP,SP,11.9
2023,2023_SS_142,557.33,SS,SS;3B,12.4
2023,2023_3B_110,569.34,3B,3B,12.5
2023,2023_3B_097,625.83,3B,3B,13.9
2023,2023_SP_262,692.41,SP,SP,14.0
2023,2023_SP_289,639.48,SP,SP;RP,14.1
2023,2023_OF_171,653.54,OF,OF,19.4
2023,2023_SS_165,523.72,SS,SS,20.7
2023,2023_RP_350,553.67,RP,RP,22.4
2023,2023_RP_356,580.79,RP,RP;SP,22.6
2023,2023_SS_131,581.46,SS,SS,23.6
2023,2023_SP_264,594.94,SP,SP,25.3
2023,2023_SP_248,543.89,SP,SP,25.8
2023,2023_2B_073,541.34,2B,2B,28.1
2023,2023_RP_337,514.56,RP,RP,28.8
2023,2023_2B_068,556.81,2B,2B,28.9
2023,2023_2B_063,512.34,2B,2B,30.6
2023,2023_RP_333,539.04,RP,RP,31.7
2023,2023_SP_297,579.55,SP,SP,32.2
2023,2023_OF_174,616.11,OF,OF,32.5
2023,2023_1B_046,586.16,1B,1B,32.6
2023,2023_SS_164,518.38,SS,SS,34.9
2023,2023_RP_341,520.92,RP,RP,35.4
2023,2023_SP_249,560.35,SP,SP,36.1
2023,2023_RP_331,549.42,RP,RP,38.9
2023,2023_SP_257,543.17,SP,SP;RP,40.0
2023,2023_1B_040,589.39,1B,1B,40.1
2023,2023_RP_339,545.15,RP,RP;SP,40.1
2023,2023_2B_091,534.48,2B,2B,41.9
2023,2023_SP_247,530.1,SP,SP,45.1
2023,2023_SS_139,494.56,SS,SS,45.9
2023,2023_SP_269,532.37,SP,SP,46.2
2023,2023_1B_053,517.26,1B,1B,48.3
2023,2023_3B_107,593.6,3B,3B;SS,50.7
2023,2023_2B_080,494.7,2B,2B,51.0
2023,2023_2B_089,517.63,2B,2B,51.5
2023,2023_SS_143,477.92,SS,SS;3B,52.8
2023,2023_RP_329,548.91,RP,RP;SP,54.1
2023,2023_SS_147,533.94,SS,SS;2B,54.4
2023,2023_SP_282,523.98,SP,SP,55.2
2023,2023_SS_163,494.28,SS,SS;3B,55.9
2023,2023_SP_252,520.14,SP,SP,56.0
2023,2023_SS_132,507.18,SS,SS,56.2
2023,2023_SS_133,476.55,SS,SS,56.4
2023,2023_SP_270,564.07,SP,SP;RP,58.3
2023,2023_1B_036,572.42,1B,1B;3B,58.6
2023,2023_SP_266,496.72,SP,SP,60.2
2023,2023_2B_066,521.1,2B,2B;SS,60.3
2023,2023_1B_033,508.88,1B,1B,61.4
2023,2023_1B_050,560.84,1B,1B,63.2
2023,2023_OF_186,563.39,OF,OF,64.2
2023,2023_RP_338,487.46,RP,RP,66.3
2023,2023_SP_263,527.38,SP,SP,68.1
2023,2023_SS_150,497.9,SS,SS,69.3
2023,2023_3B_122,532.66,3B,3B,71.0
2023,2023_C_005,486.9,C,C,71.4
2023,2023_C_013,432.5,C,C,71.7
2023,2023_OF_172,524.72,OF,OF,72.2
2023,2023_SP_291,552.73,SP,SP,73.0
2023,2023_1B_032,514.12,1B,1B,73.2
2023,2023_SS_144,461.96,SS,SS;3B,74.6
2023,2023_3B_115,496.24,3B,3B,76.1
2023,2023_OF_199,518.28,OF,OF,76.7
2023,2023_SP_253,518.72,SP,SP,76.7
2023,2023_1B_029,501.96,1B,1B,77.1
2023,2023_3B_109,532.94,3B,3B,77.8
2023,2023_1B_039,491.79,1B,1B;3B,79.5
2023,2023_3B_100,511.76,3B,3B,81.1
2023,2023_SP_272,477.87,SP,SP,81.1
2023,2023_SP_255,529.05,SP,SP,81.4
2023,2023_1B_037,528.73,1B,1B,82.0
2023,2023_3B_121,508.34,3B,3B,83.2
2023,2023_C_009,476.28,C,C,83.5
2023,2023_SS_136,460.72,SS,SS,83.6
2023,2023_SS_151,495.76,SS,SS;2B,86.3
2023,2023_SP_261,508.92,SP,SP,86.8
2023,2023_2B_064,485.68,2B,2B,88.6
2023,2023_SP_267,515.39,SP,SP,88.9
2023,2023_SP_251,560.38,SP,SP;RP,91.0
2023,2023_1B_056,501.48,1B,1B;3B,93.0
2023,2023_SS_155,477.97,SS,SS,93.3
2023,2023_2B_065,473.87,2B,2B,95.7
2023,2023_OF_178,471.34,OF,OF;1B,96.0
2023,2023_2B_070,468.31,2B,2B,96.7
2023,2023_RP_352,491.02,RP,RP;SP,96.7
2023,2023_1B_031,505.75,1B,1B;OF,96.9
2023,2023_1B_035,496.38,1B,1B,97.0
2023,2023_OF_170,506.81,OF,OF,97.7
2023,2023_3B_099,481.43,3B,3B,99.0
2023,2023_C_017,413.51,C,C,99.6
2023,2023_SS_140,480.99,SS,SS,100.1
2023,2023_SS_134,473.87,SS,SS,105.7
2023,2023_SS_135,486.71,SS,SS,107.3
2023,2023_SS_145,490.98,SS,SS,108.8
2023,2023_SS_159,436.99,SS,SS,110.7
2023,2023_SS_161,450.91,SS,SS,111.0
2023,2023_OF_179,514.66,OF,OF,111.8
2023,2023_SS_152,451.7,SS,SS;3B,112.6
2023,2023_3B_104,481.18,3B,3B,113.3
2023,2023_RP_346,401.21,RP,RP,114.8
2023,2023_SP_250,528.65,SP,SP,116.0
2023,2023_OF_224,496.96,OF,OF,117.1
2023,2023_3B_106,486.97,3B,3B,118.3
2023,2023_SP_290,503.99,SP,SP;RP,118.3
2023,2023_RP_364,398.99,RP,RP,118.9
2023,2023_SS_148,450.39,SS,SS,119.1
2023,2023_SP_265,472.99,SP,SP,119.4
2023,2023_1B_057,487.58,1B,1B,119.5
2023,2023_1B_055,472.32,1B,1B,120.0
2023,2023_1B_049,501.84,1B,1B,120.4
2023,2023_SP_280,482.14,SP,SP,122.3
2023,2023_SP_321,431.7,SP,SP,124.4
2023,2023_2B_077,476.03,2B,2B,124.7
2023,2023_SP_254,477.26,SP,SP,127.1
2023,2023_1B_034,496.59,1B,1B;3B,128.1
2023,2023_OF_181,429.42,OF,OF;1B,128.2
2023,2023_2B_079,489.49,2B,2B,129.8
2023,2023_1B_038,485.62,1B,1B,130.4
2023,2023_1B_030,527.07,1B,1B,130.7
2023,2023_3B_102,490.59,3B,3B,132.1
2023,2023_SP_260,481.1,SP,SP,132.4
2023,2023_RP_353,444.95,RP,RP;SP,134.2
2023,2023_SS_162,426.02,SS,SS,134.5
2023,2023_2B_088,443.3,2B,2B,134.7
2023,2023_3B_098,480.95,3B,3B,134.7
2023,2023_1B_044,488.37,1B,1B;OF,137.2
2023,2023_3B_125,521.06,3B,3B,139.1
2023,2023_OF_173,502.8,OF,OF;1B,139.3
2023,2023_C_002,423.0,C,C,139.8
2023,2023_SS_166,424.26,SS,SS,140.9
2023,2023_OF_175,496.14,OF,OF,143.4
2023,2023_1B_047,470.99,1B,1B,145.0
2023,2023_3B_111,480.53,3B,3B,145.0
2023,2023_OF_184,488.72,OF,OF;1B,147.6
2023,2023_1B_060,510.36,1B,1B,150.1
2023,2023_SP_281,465.14,SP,SP;RP,150.4
2023,2023_RP_340,459.29,RP,RP,152.3
2023,2023_2B_075,450.14,2B,2B,152.4
2023,2023_3B_112,472.78,3B,3B,152.9
2023,2023_1B_043,483.46,1B,1B;3B,153.1
2023,2023_OF_177,478.51,OF,OF,154.4
2023,2023_C_026,455.81,C,C,156.1
2023,2023_SP_308,469.33,SP,SP;RP,157.4
2023,2023_3B_101,493.42,3B,3B,158.4
2023,2023_SP_279,451.63,SP,SP;RP,160.0
2023,2023_OF_215,467.0,OF,OF,160.5
2023,2023_2B_085,458.21,2B,2B,160.8
2023,2023_OF_210,459.23,OF,OF,163.2
2023,2023_3B_105,472.44,3B,3B,163.3
2023,2023_C_010,407.09,C,C,164.0
2023,2023_RP_367,432.15,RP,RP,164.1
2023,2023_SP_277,452.53,SP,SP,164.3
2023,2023_RP_369,426.26,RP,RP,164.3
2023,2023_SP_276,435.12,SP,SP;RP,164.8
2023,2023_SP_268,511.53,SP,SP,167.5
2023,2023_SP_302,460.8,SP,SP;RP,167.9
2023,2023_RP_335,462.45,RP,RP,168.3
2023,2023_2B_087,471.01,2B,2B,168.8
2023,2023_OF_167,472.13,OF,OF,171.3
2023,2023_OF_202,512.01,OF,OF,171.6
2023,2023_OF_180,488.61,OF,OF,172.6
2023,2023_RP_330,451.74,RP,RP;SP,172.8
2023,2023_SP_274,445.07,SP,SP,174.3
2023,2023_SP_283,417.14,SP,SP,177.5
2023,2023_1B_045,464.71,1B,1B,177.9
2023,2023_SP_285,444.67,SP,SP,180.0
2023,2023_SP_294,412.82,SP,SP,180.9
2023,2023_OF_191,426.66,OF,OF,181.6
2023,2023_OF_198,505.65,OF,OF,183.4
2023,2023_3B_103,488.13,3B,3B,183.9
2023,2023_1B_051,456.36,1B,1B,185.1
2023,2023_SP_271,477.89,SP,SP,185.3
2023,2023_RP_332,432.14,RP,RP;SP,185.5
2023,2023_OF_185,458.85,OF,OF,185.7
2023,2023_OF_188,492.73,OF,OF,185.9
2023,2023_2B_069,431.34,2B,2B,186.0
2023,2023_SP_275,496.42,SP,SP,187.3
2023,2023_OF_176,507.68,OF,OF,189.0
2023,2023_2B_078,445.48,2B,2B,191.3
2023,2023_3B_108,488.85,3B,3B;SS,191.5
2023,2023_SP_287,453.04,SP,SP,192.5
2023,2023_1B_048,464.79,1B,1B;3B,192.8
2023,2023_3B_129,420.92,3B,3B,195.0
2023,2023_SP_311,404.04,SP,SP,196.3
2023,2023_C_027,349.1,C,C,197.0
2023,2023_C_012,383.8,C,C,198.1
2023,2023_3B_120,448.96,3B,3B,198.5
2023,2023_SP_323,447.14,SP,SP;RP,199.4
2023,2023_1B_041,479.97,1B,1B;3B,199.5
2023,2023_OF_169,485.82,OF,OF,199.8
2023,2023_C_007,394.36,C,C,202.1
2023,2023_3B_116,466.16,3B,3B;1B,202.3
2023,2023_SS_137,473.89,SS,SS;2B,205.6
2023,2023_SS_154,423.71,SS,SS,206.0
2023,2023_SS_158,421.35,SS,SS,207.0
2023,2023_OF_168,454.41,OF,OF;1B,207.8
2023,2023_2B_074,402.13,2B,2B,208.2
2023,2023_2B_095,400.24,2B,2B,209.1
2023,2023_2B_086,426.35,2B,2B,209.9
2023,2023_2B_094,393.36,2B,2B,212.7
2023,2023_SS_149,451.37,SS,SS,212.7
2023,2023_OF_226,462.31,OF,OF,214.3
2023,2023_C_004,414.06,C,C,214.4
2023,2023_3B_114,428.8,3B,3B,215.6
2023,2023_2B_084,434.77,2B,2B,216.2
2023,2023_RP_342,379.49,RP,RP;SP,219.3
2023,2023_SP_273,463.22,SP,SP,220.1
2023,2023_3B_124,445.18,3B,3B;1B,220.9
2023,2023_C_025,405.21,C,C,221.1
2023,2023_2B_081,424.27,2B,2B,222.1
2023,2023_OF_189,419.3,OF,OF,222.3
2023,2023_SP_320,417.09,SP,SP,222.8
2023,2023_3B_119,411.24,3B,3B,224.7
2023,2023_SS_156,453.27,SS,SS;2B,224.7
2023,2023_C_020,407.47,C,C,228.1
2023,2023_3B_113,466.88,3B,3B;SS,230.3
2023,2023_OF_187,420.4,OF,OF;1B,230.4
2023,2023_C_015,419.58,C,C,231.6
2023,2023_OF_190,396.48,OF,OF,233.9
2023,2023_SP_317,432.49,SP,SP,235.6
2023,2023_2B_090,397.0,2B,2B,235.9
2023,2023_C_003,392.85,C,C,238.3
2023,2023_2B_067,463.88,2B,2B,238.3
2023,2023_OF_183,446.23,OF,OF,239.7
2023,2023_SP_305,410.32,SP,SP,239.7
2023,2023_SP_314,392.35,SP,SP,240.1
2023,2023_2B_071,456.27,2B,2B,240.2
2023,2023_RP_343,411.87,RP,RP,240.8
2023,2023_C_001,402.17,C,C,241.5
2023,2023_SP_295,414.5,SP,SP,241.5
2023,2023_OF_197,458.25,OF,OF,242.0
2023,2023_C_019,397.9,C,C,243.1
2023,2023_C_018,381.25,C,C,244.9
2023,2023_OF_182,451.72,OF,OF,245.4
2023,2023_C_006,415.39,C,C,245.8
2023,2023_OF_207,389.42,OF,OF,246.1
2023,2023_OF_227,426.56,OF,OF,246.1
2023,2023_3B_130,425.84,3B,3B;1B,249.2
2023,2023_2B_082,406.86,2B,2B,250.4
2023,2023_SP_306,395.1,SP,SP,251.3
2023,2023_2B_076,429.4,2B,2B,253.1
2023,2023_SP_284,405.78,SP,SP,254.4
2023,2023_C_023,349.11,C,C,254.8
2023,2023_2B_093,411.61,2B,2B,254.9
2023,2023_1B_059,450.19,1B,1B;3B,256.1
2023,2023_2B_092,409.18,2B,2B,256.7
2023,2023_SS_157,411.13,SS,SS,258.0
2023,2023_3B_128,404.57,3B,3B;1B,260.2
2023,2023_OF_214,419.35,OF,OF,260.5
2023,2023_OF_211,396.51,OF,OF,262.0
2023,2023_3B_127,409.05,3B,3B,262.2
2023,2023_1B_062,435.56,1B,1B,264.4
2023,2023_1B_052,480.1,1B,1B,264.8
2023,2023_RP_351,408.71,RP,RP,269.3
2023,2023_RP_336,405.35,RP,RP,271.4
2023,2023_OF_228,454.54,OF,OF,271.5
2023,2023_OF_204,411.83,OF,OF,271.9
2023,2023_C_014,385.18,C,C,272.0
2023,2023_SS_160,421.15,SS,SS;2B,273.0
2023,2023_2B_083,418.22,2B,2B;SS,273.6
2023,2023_3B_126,391.6,3B,3B,274.3
2023,2023_2B_072,445.11,2B,2B,274.5
2023,2023_SP_328,395.54,SP,SP;RP,275.2
2023,2023_RP_363,406.67,RP,RP,275.6
2023,2023_SP_292,427.77,SP,SP,276.8
2023,2023_SP_313,369.39,SP,SP,278.2
2023,2023_C_016,382.17,C,C,278.5
2023,2023_OF_194,437.87,OF,OF,278.9
2023,2023_2B_096,412.36,2B,2B,279.0
2023,2023_RP_365,351.02,RP,RP,280.5
2023,2023_RP_345,408.74,RP,RP,280.7
2023,2023_3B_118,420.82,3B,3B,281.6
2023,2023_SP_288,385.68,SP,SP;RP,284.9
2023,2023_OF_205,412.77,OF,OF,285.0
2023,2023_OF_236,428.32,OF,OF,285.4
2023,2023_SP_315,377.04,SP,SP,286.6
2023,2023_1B_054,435.69,1B,1B;3B,286.7
2023,2023_C_008,380.99,C,C,287.2
2023,2023_RP_344,370.86,RP,RP,288.7
2023,2023_OF_203,427.39,OF,OF,289.5
2023,2023_OF_193,414.23,OF,OF,289.9
2023,2023_OF_201,366.06,OF,OF,289.9
2023,2023_SP_303,381.49,SP,SP,289.9
2023,2023_OF_206,368.16,OF,OF,293.1
2023,2023_RP_358,383.82,RP,RP,298.1
2023,2023_OF_233,399.3,OF,OF,299.0
2023,2023_SP_307,393.87,SP,SP,300.1
2023,2023_3B_123,398.87,3B,3B,301.4
2023,2023_OF_195,404.67,OF,OF,301.7
2023,2023_OF_196,380.1,OF,OF,302.2
2023,2023_SP_286,374.8,SP,SP;RP,303.0
2023,2023_RP_355,362.08,RP,RP;SP,304.7
2023,2023_SP_318,356.85,SP,SP,305.4
2023,2023_RP_347,375.63,RP,RP,305.9
2023,2023_C_021,354.57,C,C,307.1
2023,2023_3B_117,404.44,3B,3B,307.5
2023,2023_SP_300,402.32,SP,SP,308.7
2023,2023_SP_301,397.28,SP,SP;RP,309.3
2023,2023_RP_373,354.05,RP,RP,309.5
2023,2023_SP_304,335.65,SP,SP;RP,310.9
2023,2023_OF_213,383.18,OF,OF,311.7
2023,2023_1B_058,407.34,1B,1B,312.2
2023,2023_RP_366,381.81,RP,RP,312.3
2023,2023_OF_208,412.44,OF,OF;1B,312.9
2023,2023_OF_221,358.63,OF,OF;1B,315.7
2023,2023_RP_349,378.81,RP,RP,316.7
2023,2023_RP_357,356.92,RP,RP,317.0
2023,2023_OF_216,378.46,OF,OF;1B,317.1
2023,2023_OF_200,378.1,OF,OF,317.9
2023,2023_OF_212,372.76,OF,OF,318.9
2023,2023_OF_229,362.54,OF,OF,319.0
2023,2023_OF_219,327.67,OF,OF,320.2
2023,2023_SP_327,361.88,SP,SP,322.8
2023,2023_OF_218,390.45,OF,OF;1B,325.3
2023,2023_SP_293,395.23,SP,SP,327.5
2023,2023_RP_354,342.12,RP,RP,327.8
2023,2023_RP_360,350.1,RP,RP;SP,328.6
2023,2023_SP_312,313.8,SP,SP;RP,329.4
2023,2023_RP_348,373.39,RP,RP;SP,330.0
2023,2023_SP_310,339.17,SP,SP,333.0
2023,2023_1B_061,383.02,1B,1B;OF,333.5
2023,2023_RP_359,334.59,RP,RP,334.2
2023,2023_OF_220,331.4,OF,OF,335.1
2023,2023_RP_371,308.65,RP,RP,335.4
2023,2023_OF_225,308.31,OF,OF,335.6
2023,2023_SP_299,353.27,SP,SP;RP,335.6
2023,2023_SP_309,343.51,SP,SP,336.3
2023,2023_SP_324,336.75,SP,SP;RP,336.6
2023,2023_SP_296,374.35,SP,SP,337.5
2023,2023_OF_222,333.23,OF,OF;1B,337.7
2023,2023_C_024,326.12,C,C,338.9
2023,2023_SP_298,349.82,SP,SP;RP,339.5
2023,2023_OF_232,352.56,OF,OF,345.1
2023,2023_SP_316,326.92,SP,SP;RP,349.4
2023,2023_C_028,343.42,C,C,349.6
2023,2023_OF_209,346.05,OF,OF,350.0
2023,2023_OF_241,319.12,OF,OF,350.7
2023,2023_RP_361,329.34,RP,RP,351.5
2023,2023_RP_362,335.02,RP,RP,351.5
2023,2023_OF_223,304.56,OF,OF,351.6
2023,2023_SP_319,319.04,SP,SP,352.4
2023,2023_SP_325,300.39,SP,SP,352.8
2023,2023_RP_372,379.56,RP,RP,354.4
